Hospital_ID,District,City,State,City_Type,Hospital_Name,Reference_Period_AU595,Total_Beds,ICU_Beds,Non_ICU_Beds,Available_Beds,ICU_Rooms,General_Ward_Rooms,Private_Rooms,Semi_Private_Rooms,Emergency_Rooms,Operation_Theatres,Isolation_Rooms,Total_Rooms,Ventilators,Oxygen_Concentrators,ECG_Machines,Defibrillators,Pulse_Oximeters,CT_Scan,X_Ray_Machines,Ultrasound_Units,Blood_Analyzers,Patient_Monitors,Doctors_General_Physician,Doctors_Pulmonologist,Doctors_Cardiologist,Doctors_Intensivist,Doctors_Anesthesiologist,Doctors_Surgeon,Doctors_Radiologist,Doctors_Neurologist,Doctors_Orthopedic,Doctors_Pediatrician,Total_Doctors,Assurance_Available_Time,AU595_State_Rural_Hospitals,AU595_State_Urban_Hospitals,AU595_State_Total_Hospitals,AU595_State_Rural_Beds,AU595_State_Urban_Beds,AU595_State_Total_Beds
MH-1575,Beed,Parali Vaijnath,Maharashtra,Semi-Urban,Regional Health Care Parali Vaijnath,31.08.2020,16,3,13,14,1,2,2,1,1,1,2,10,4,9,3,2,20,0,3,2,3,9,3,2,1,1,1,1,1,0,0,1,11,49 minutes,365,149,514,10950,22078,33028
MH-1576,Beed,Parali Vaijnath,Maharashtra,Semi-Urban,Arogya Multispeciality Hospital Parali Vaijnath,31.08.2020,18,3,15,11,1,2,2,2,1,1,2,11,4,14,3,1,25,0,2,1,2,10,4,1,1,1,1,1,1,0,2,0,12,60 minutes,365,149,514,10950,22078,33028
MH-1577,Yavatmal,Yavatmal City,Maharashtra,Urban,Metro General Hospital Yavatmal City,31.08.2020,55,6,49,36,1,8,4,2,1,2,2,20,6,28,3,1,59,1,3,1,3,33,4,3,1,1,1,2,2,0,1,1,16,17 minutes,365,149,514,10950,22078,33028
MH-1578,Yavatmal,Yavatmal City,Maharashtra,Urban,Apollo Nursing Home Yavatmal City,31.08.2020,46,7,39,42,1,6,2,3,1,1,2,16,6,28,3,2,55,1,2,2,1,27,5,2,1,1,1,3,2,1,0,2,18,30 minutes,365,149,514,10950,22078,33028
MH-1579,Yavatmal,Yavatmal City,Maharashtra,Urban,Lilavati Health Care Yavatmal City,31.08.2020,42,8,34,30,2,5,6,2,1,2,2,20,8,21,4,4,52,1,2,2,1,25,4,3,1,1,2,2,1,0,2,2,18,19 minutes,365,149,514,10950,22078,33028
MH-1580,Yavatmal,Yavatmal City,Maharashtra,Urban,Vedant Hospital & ICU Yavatmal City,31.08.2020,43,11,32,36,2,5,2,4,1,1,3,18,8,23,3,3,44,1,2,2,1,25,4,3,1,2,2,3,2,0,2,0,19,22 minutes,365,149,514,10950,22078,33028
MH-1581,Yavatmal,Wani,Maharashtra,Semi-Urban,Community Hospital & ICU Wani,31.08.2020,22,6,16,22,1,2,2,1,1,1,2,10,4,16,2,4,22,1,1,1,1,13,2,1,1,1,1,2,2,0,2,1,13,38 minutes,365,149,514,10950,22078,33028
MH-1582,Yavatmal,Wani,Maharashtra,Semi-Urban,Cooperative Multispeciality Hospital Wani,31.08.2020,20,5,15,13,1,2,3,2,1,1,2,12,4,12,2,3,25,0,3,1,2,12,2,1,1,1,1,2,2,1,0,0,11,32 minutes,365,149,514,10950,22078,33028
MH-1583,Yavatmal,Wani,Maharashtra,Semi-Urban,Municipal Hospital Wani,31.08.2020,22,5,17,22,1,2,1,1,1,1,2,9,5,15,3,1,24,1,1,1,2,13,2,3,1,1,1,2,1,1,1,1,14,29 minutes,365,149,514,10950,22078,33028
MH-1584,Yavatmal,Pusad,Maharashtra,Semi-Urban,Central Super Speciality Hospital Pusad,31.08.2020,21,7,14,16,1,2,1,1,1,1,2,9,5,13,3,3,28,1,2,1,2,12,3,3,1,1,1,1,1,0,0,2,13,32 minutes,365,149,514,10950,22078,33028
MH-1585,Yavatmal,Pusad,Maharashtra,Semi-Urban,Lok Super Speciality Hospital Pusad,31.08.2020,9,4,5,9,1,1,2,1,1,1,2,9,3,6,2,3,12,0,2,2,1,5,2,1,1,1,1,1,1,1,0,1,10,35 minutes,365,149,514,10950,22078,33028
MH-1586,Yavatmal,Pusad,Maharashtra,Semi-Urban,District Hospital Pusad,31.08.2020,19,5,14,16,1,2,2,2,1,1,4,13,5,13,3,2,19,0,3,2,1,11,4,3,1,1,1,1,2,1,0,0,14,48 minutes,365,149,514,10950,22078,33028
MH-1587,Yavatmal,Umarkhed,Maharashtra,Rural,Primary Nursing Home Umarkhed,31.08.2020,10,3,7,8,1,1,1,2,1,1,2,9,4,7,3,1,14,0,1,2,1,6,2,2,1,1,1,1,2,1,0,2,13,44 minutes,365,149,514,10950,22078,33028
MH-1588,Yavatmal,Umarkhed,Maharashtra,Rural,Primary Multispeciality Hospital Umarkhed,31.08.2020,9,3,6,7,1,1,2,2,1,1,2,10,4,6,2,2,19,0,2,2,1,5,3,1,1,1,1,1,2,0,2,1,13,58 minutes,365,149,514,10950,22078,33028
MH-1589,Yavatmal,Ralegaon,Maharashtra,Rural,Taluka Health Care Ralegaon,31.08.2020,12,2,10,9,1,1,1,1,1,1,2,8,2,10,2,1,17,0,3,1,3,7,2,2,1,1,1,1,2,0,1,0,11,53 minutes,365,149,514,10950,22078,33028
MH-1590,Yavatmal,Ralegaon,Maharashtra,Rural,Rural Multispeciality Hospital Ralegaon,31.08.2020,11,2,9,9,1,1,1,1,1,1,2,8,2,5,3,2,19,0,2,2,1,6,3,1,1,1,1,1,2,0,2,0,12,37 minutes,365,149,514,10950,22078,33028
MH-1591,Yavatmal,Ghatanji,Maharashtra,Rural,Government General Hospital Ghatanji,31.08.2020,7,2,5,7,1,1,2,2,1,1,2,10,3,8,2,1,7,0,1,1,2,4,2,1,1,1,1,1,2,1,0,1,11,41 minutes,365,149,514,10950,22078,33028
MH-1592,Yavatmal,Ghatanji,Maharashtra,Rural,Jeevan Medical Centre Ghatanji,31.08.2020,10,2,8,6,1,1,1,2,1,1,3,10,2,10,2,2,10,0,2,2,2,6,2,1,1,1,1,1,2,1,2,1,13,45 minutes,365,149,514,10950,22078,33028
MH-1593,Yavatmal,Kelapur,Maharashtra,Rural,Taluka Super Speciality Hospital Kelapur,31.08.2020,7,1,6,7,1,1,1,1,1,1,2,8,2,8,2,2,13,0,3,2,1,4,3,1,1,1,1,1,2,0,2,1,13,32 minutes,365,149,514,10950,22078,33028
MH-1594,Yavatmal,Kelapur,Maharashtra,Rural,Gramin Hospital & ICU Kelapur,31.08.2020,6,1,5,4,1,1,1,1,1,1,3,9,2,6,2,2,15,0,1,2,1,3,2,1,1,1,1,1,2,1,0,2,12,30 minutes,365,149,514,10950,22078,33028
MH-1595,Yavatmal,Ner,Maharashtra,Rural,Jeevan General Hospital Ner,31.08.2020,9,1,8,8,1,1,1,2,1,1,2,9,1,4,3,1,12,0,2,2,1,5,3,1,1,1,1,1,1,0,2,2,13,30 minutes,365,149,514,10950,22078,33028
MH-1596,Yavatmal,Ner,Maharashtra,Rural,Rural Hospital Ner,31.08.2020,4,1,3,3,1,1,2,2,1,1,2,10,2,6,2,2,11,0,1,2,2,2,3,2,1,1,1,1,1,1,2,1,14,35 minutes,365,149,514,10950,22078,33028
MH-1597,Yavatmal,Babhulgaon,Maharashtra,Rural,Taluka Hospital Babhulgaon,31.08.2020,8,2,6,7,1,1,2,1,1,1,2,9,2,9,3,2,15,0,1,1,3,4,2,1,1,1,1,1,1,1,0,2,11,33 minutes,365,149,514,10950,22078,33028
MH-1598,Yavatmal,Babhulgaon,Maharashtra,Rural,Swasthya Medical Centre Babhulgaon,31.08.2020,6,1,5,4,1,1,1,1,1,1,2,8,1,5,2,2,9,0,2,1,1,3,3,1,1,1,1,1,1,0,1,2,12,45 minutes,365,149,514,10950,22078,33028
MH-1599,Yavatmal,Arni,Maharashtra,Rural,Village Health Health Care Arni,31.08.2020,7,0,7,5,1,1,1,1,1,1,3,9,1,4,3,2,10,0,2,2,1,4,2,1,1,1,1,1,1,1,1,1,11,37 minutes,365,149,514,10950,22078,33028
MH-1600,Yavatmal,Arni,Maharashtra,Rural,Swasthya Super Speciality Hospital Arni,31.08.2020,9,2,7,9,1,1,2,2,1,1,2,10,2,8,2,2,10,0,3,1,3,5,2,2,1,1,1,1,2,1,1,2,14,46 minutes,365,149,514,10950,22078,33028
MH-1601,Yavatmal,Zari Jamani,Maharashtra,Rural,Primary Hospital & ICU Zari Jamani,31.08.2020,7,1,6,5,1,1,1,2,1,1,2,9,2,8,2,2,12,0,1,2,2,4,3,2,1,1,1,1,2,1,2,2,16,41 minutes,365,149,514,10950,22078,33028
MH-1602,Yavatmal,Zari Jamani,Maharashtra,Rural,Block Medical Trust Zari Jamani,31.08.2020,7,2,5,6,1,1,1,1,1,1,2,8,3,8,3,2,11,0,3,2,3,4,3,1,1,1,1,1,2,1,0,1,12,55 minutes,365,149,514,10950,22078,33028
MH-1603,Yavatmal,Mahagaon,Maharashtra,Rural,Jeevan Multispeciality Hospital Mahagaon,31.08.2020,5,1,4,3,1,1,2,1,1,1,2,9,1,4,2,2,12,0,3,2,3,3,2,2,1,1,1,1,1,1,0,1,11,59 minutes,365,149,514,10950,22078,33028
MH-1604,Yavatmal,Mahagaon,Maharashtra,Rural,Sub-District Medical Centre Mahagaon,31.08.2020,6,0,6,4,1,1,1,1,1,1,2,8,2,5,3,1,10,0,1,2,3,3,2,2,1,1,1,1,2,1,0,0,11,38 minutes,365,149,514,10950,22078,33028
MH-1605,Yavatmal,Kalamb,Maharashtra,Rural,Sub-District Trauma Centre Kalamb,31.08.2020,9,2,7,8,1,1,2,2,1,1,2,10,1,9,3,1,9,0,3,1,1,5,2,1,1,1,1,1,1,0,0,2,10,48 minutes,365,149,514,10950,22078,33028
MH-1606,Yavatmal,Kalamb,Maharashtra,Rural,Sub-District Hospital & ICU Kalamb,31.08.2020,7,1,6,6,1,1,1,1,1,1,2,8,1,7,2,1,8,0,3,2,2,4,2,1,1,1,1,1,1,1,2,0,11,51 minutes,365,149,514,10950,22078,33028
MH-1607,Yavatmal,Darwha,Maharashtra,Rural,Sub-District Super Speciality Hospital Darwha,31.08.2020,12,2,10,8,1,1,2,2,1,1,2,10,2,9,2,1,13,0,1,2,3,7,2,1,1,1,1,1,1,1,0,2,11,46 minutes,365,149,514,10950,22078,33028
MH-1608,Yavatmal,Darwha,Maharashtra,Rural,Sub-District Medical Trust Darwha,31.08.2020,6,1,5,4,1,1,2,1,1,1,3,10,1,5,2,1,15,0,3,2,1,3,2,1,1,1,1,1,2,1,0,2,12,37 minutes,365,149,514,10950,22078,33028
MH-1609,Buldhana,Buldhana City,Maharashtra,Semi-Urban,District Hospital & ICU Buldhana City,31.08.2020,18,4,14,18,1,2,2,2,1,1,2,11,4,13,3,2,24,0,1,2,2,10,4,1,1,1,1,1,2,1,0,1,13,57 minutes,365,149,514,10950,22078,33028
MH-1610,Buldhana,Buldhana City,Maharashtra,Semi-Urban,Taluka General Hospital Buldhana City,31.08.2020,16,3,13,12,1,2,1,2,1,1,2,10,2,8,3,2,16,0,1,1,3,9,2,1,1,1,1,1,2,1,0,1,11,39 minutes,365,149,514,10950,22078,33028
MH-1611,Buldhana,Buldhana City,Maharashtra,Semi-Urban,District Trauma Centre Buldhana City,31.08.2020,22,5,17,21,1,2,1,2,1,1,2,10,6,11,2,2,30,1,2,2,1,13,2,1,1,1,1,1,1,1,0,2,11,25 minutes,365,149,514,10950,22078,33028
MH-1612,Buldhana,Khamgaon,Maharashtra,Urban,Ruby Hospital & ICU Khamgaon,31.08.2020,32,8,24,30,2,4,4,1,1,2,3,17,7,20,2,5,40,1,1,2,1,19,3,1,1,1,1,1,1,1,2,1,13,25 minutes,365,149,514,10950,22078,33028
MH-1613,Buldhana,Khamgaon,Maharashtra,Urban,Lifeline Medical Centre Khamgaon,31.08.2020,21,5,16,20,1,2,1,2,1,1,2,10,5,11,2,2,28,1,3,2,3,12,3,3,1,1,1,2,2,1,2,1,17,39 minutes,365,149,514,10950,22078,33028
MH-1614,Buldhana,Khamgaon,Maharashtra,Urban,Sapphire Health Care Khamgaon,31.08.2020,34,11,23,33,2,3,2,3,1,2,6,19,10,20,3,4,38,1,2,1,2,20,4,2,1,2,1,2,1,1,2,2,18,20 minutes,365,149,514,10950,22078,33028
MH-1615,Buldhana,Malkapur,Maharashtra,Semi-Urban,General Medical Trust Malkapur,31.08.2020,13,5,8,11,1,1,2,2,1,1,4,12,5,9,3,3,20,0,2,1,2,7,2,2,1,1,1,1,1,1,1,0,11,39 minutes,365,149,514,10950,22078,33028
MH-1616,Buldhana,Malkapur,Maharashtra,Semi-Urban,Cooperative Medical Trust Malkapur,31.08.2020,17,3,14,14,1,2,2,1,1,1,3,11,2,11,2,2,22,0,1,2,3,10,2,1,1,1,1,1,1,0,2,0,10,44 minutes,365,149,514,10950,22078,33028
MH-1617,Buldhana,Shegaon,Maharashtra,Semi-Urban,Arogya Hospital & ICU Shegaon,31.08.2020,20,4,16,15,1,2,3,2,1,1,2,12,3,14,2,2,27,0,2,1,3,12,4,2,1,1,1,2,2,1,2,2,18,22 minutes,365,149,514,10950,22078,33028
MH-1618,Buldhana,Shegaon,Maharashtra,Semi-Urban,Taluka Super Speciality Hospital Shegaon,31.08.2020,16,4,12,15,1,2,1,2,1,1,2,10,3,8,3,1,18,0,1,2,3,9,2,1,1,1,1,1,1,0,0,0,8,59 minutes,365,149,514,10950,22078,33028
MH-1619,Buldhana,Jalgaon Jamod,Maharashtra,Rural,Taluka Multispeciality Hospital Jalgaon Jamod,31.08.2020,9,3,6,6,1,1,2,2,1,1,2,10,2,4,3,2,18,0,3,2,2,5,2,2,1,1,1,1,2,0,0,0,10,45 minutes,365,149,514,10950,22078,33028
MH-1620,Buldhana,Jalgaon Jamod,Maharashtra,Rural,Primary Health Medical Trust Jalgaon Jamod,31.08.2020,9,3,6,9,1,1,2,2,1,1,2,10,4,6,3,1,11,0,3,1,1,5,2,1,1,1,1,1,2,1,1,2,13,45 minutes,365,149,514,10950,22078,33028
MH-1621,Buldhana,Nandura,Maharashtra,Rural,Civil Hospital & ICU Nandura,31.08.2020,11,4,7,9,1,1,1,2,1,1,2,9,3,8,3,2,13,0,2,2,1,6,2,1,1,1,1,1,2,1,1,2,13,49 minutes,365,149,514,10950,22078,33028
MH-1622,Buldhana,Nandura,Maharashtra,Rural,Village Health Nursing Home Nandura,31.08.2020,9,3,6,7,1,1,1,1,1,1,2,8,4,7,2,1,10,0,1,1,1,5,3,1,1,1,1,1,1,0,1,0,10,51 minutes,365,149,514,10950,22078,33028
MH-1623,Buldhana,Chikhli,Maharashtra,Rural,Primary Health Trauma Centre Chikhli,31.08.2020,7,1,6,6,1,1,1,1,1,1,2,8,1,3,2,1,7,0,3,1,1,4,2,1,1,1,1,1,2,0,2,1,12,33 minutes,365,149,514,10950,22078,33028
MH-1624,Buldhana,Chikhli,Maharashtra,Rural,Rural Hospital Chikhli,31.08.2020,8,1,7,6,1,1,2,1,1,1,2,9,1,7,3,1,15,0,2,2,3,4,2,1,1,1,1,1,2,1,0,0,10,48 minutes,365,149,514,10950,22078,33028
MH-1625,Buldhana,Mehkar,Maharashtra,Rural,Gram Hospital & ICU Mehkar,31.08.2020,10,3,7,7,1,1,2,1,1,1,2,9,2,6,2,2,15,0,3,2,3,6,2,2,1,1,1,1,1,1,2,0,12,41 minutes,365,149,514,10950,22078,33028
MH-1626,Buldhana,Mehkar,Maharashtra,Rural,Sub-District Health Care Mehkar,31.08.2020,11,3,8,9,1,1,1,2,1,1,2,9,3,6,3,2,21,0,2,2,2,6,2,1,1,1,1,1,1,0,1,1,10,37 minutes,365,149,514,10950,22078,33028
MH-1627,Buldhana,Sangrampur,Maharashtra,Rural,Taluka General Hospital Sangrampur,31.08.2020,6,1,5,5,1,1,1,1,1,1,2,8,1,8,2,2,6,0,1,2,3,3,2,2,1,1,1,1,1,1,2,0,12,58 minutes,365,149,514,10950,22078,33028
MH-1628,Buldhana,Sangrampur,Maharashtra,Rural,Gramin Multispeciality Hospital Sangrampur,31.08.2020,6,1,5,4,1,1,2,1,1,1,2,9,1,6,2,2,15,0,3,2,3,3,2,1,1,1,1,1,2,0,1,1,11,39 minutes,365,149,514,10950,22078,33028
MH-1629,Buldhana,Motala,Maharashtra,Rural,Gramin Medical Trust Motala,31.08.2020,6,2,4,6,1,1,2,1,1,1,2,9,3,7,3,2,10,0,1,1,1,3,2,1,1,1,1,1,2,0,0,1,10,36 minutes,365,149,514,10950,22078,33028
MH-1630,Buldhana,Motala,Maharashtra,Rural,Gram Health Care Motala,31.08.2020,6,1,5,6,1,1,2,1,1,1,2,9,1,6,3,1,14,0,3,1,1,3,3,1,1,1,1,1,2,0,0,0,10,58 minutes,365,149,514,10950,22078,33028
MH-1631,Buldhana,Sindkhed Raja,Maharashtra,Rural,Jeevan Medical Centre Sindkhed Raja,31.08.2020,8,1,7,6,1,1,2,1,1,1,2,9,1,6,3,1,9,0,1,1,1,4,2,1,1,1,1,1,2,1,0,2,12,41 minutes,365,149,514,10950,22078,33028
MH-1632,Buldhana,Sindkhed Raja,Maharashtra,Rural,Primary Health Hospital & ICU Sindkhed Raja,31.08.2020,6,2,4,5,1,1,2,1,1,1,2,9,1,7,3,1,15,0,1,1,1,3,2,1,1,1,1,1,2,0,1,1,11,49 minutes,365,149,514,10950,22078,33028
MH-1633,Buldhana,Lonar,Maharashtra,Rural,Gram Hospital Lonar,31.08.2020,5,1,4,3,1,1,2,1,1,1,2,9,2,2,2,2,13,0,2,2,2,3,3,1,1,1,1,1,2,0,0,2,12,40 minutes,365,149,514,10950,22078,33028
MH-1634,Buldhana,Lonar,Maharashtra,Rural,Swasthya General Hospital Lonar,31.08.2020,7,2,5,7,1,1,1,2,1,1,2,9,3,7,2,1,14,0,2,2,1,4,3,1,1,1,1,1,2,1,0,0,11,34 minutes,365,149,514,10950,22078,33028
MH-1635,Buldhana,Deulgaon Raja,Maharashtra,Rural,Civil Nursing Home Deulgaon Raja,31.08.2020,9,1,8,9,1,1,1,2,1,1,2,9,2,6,2,2,13,0,3,2,2,5,2,1,1,1,1,1,1,0,2,2,12,40 minutes,365,149,514,10950,22078,33028
MH-1636,Buldhana,Deulgaon Raja,Maharashtra,Rural,Primary Health Medical Centre Deulgaon Raja,31.08.2020,7,2,5,7,1,1,1,2,1,1,2,9,3,3,2,1,11,0,2,1,3,4,3,2,1,1,1,1,2,0,1,1,13,33 minutes,365,149,514,10950,22078,33028
MH-1637,Akola,Akola City,Maharashtra,Urban,Lifeline Health Care Akola City,31.08.2020,46,15,31,43,3,5,6,1,1,1,7,24,13,23,3,6,52,1,3,1,2,27,4,5,1,3,1,2,1,0,2,2,21,20 minutes,365,149,514,10950,22078,33028
MH-1638,Akola,Akola City,Maharashtra,Urban,Fortis General Hospital Akola City,31.08.2020,29,11,18,19,2,3,4,1,1,1,5,17,10,15,3,1,39,1,3,2,3,17,4,2,2,2,1,1,2,0,2,2,18,38 minutes,365,149,514,10950,22078,33028
MH-1639,Akola,Akola City,Maharashtra,Urban,Horizon Hospital & ICU Akola City,31.08.2020,49,8,41,41,2,6,1,2,1,1,2,15,6,28,2,4,53,1,3,2,1,29,4,2,1,1,2,3,1,0,2,2,18,16 minutes,365,149,514,10950,22078,33028
MH-1640,Akola,Akola City,Maharashtra,Urban,Sparsh General Hospital Akola City,31.08.2020,32,11,21,30,2,3,2,3,1,1,5,17,8,18,2,5,32,1,3,1,3,19,3,4,1,2,2,1,2,0,1,0,16,32 minutes,365,149,514,10950,22078,33028
MH-1641,Akola,Akot,Maharashtra,Semi-Urban,Arogya Hospital Akot,31.08.2020,13,3,10,10,1,1,2,2,1,1,2,10,4,7,2,1,19,0,2,1,3,7,3,1,1,1,1,1,2,0,1,0,11,53 minutes,365,149,514,10950,22078,33028
MH-1642,Akola,Akot,Maharashtra,Semi-Urban,District Super Speciality Hospital Akot,31.08.2020,19,4,15,13,1,2,2,2,1,1,3,12,3,11,2,2,23,0,1,2,1,11,3,2,1,1,1,1,2,0,1,0,12,37 minutes,365,149,514,10950,22078,33028
MH-1643,Akola,Akot,Maharashtra,Semi-Urban,Lok Multispeciality Hospital Akot,31.08.2020,19,4,15,16,1,2,1,1,1,1,2,9,5,12,3,1,27,0,3,1,1,11,3,2,1,1,1,1,2,1,2,1,15,38 minutes,365,149,514,10950,22078,33028
MH-1644,Akola,Murtizapur,Maharashtra,Semi-Urban,Panchayat Hospital & ICU Murtizapur,31.08.2020,11,4,7,7,1,1,2,2,1,1,3,11,5,9,2,3,18,0,3,1,1,6,2,1,1,1,1,1,2,0,0,0,9,50 minutes,365,149,514,10950,22078,33028
MH-1645,Akola,Murtizapur,Maharashtra,Semi-Urban,Panchayat Health Care Murtizapur,31.08.2020,17,2,15,13,1,2,2,1,1,1,2,10,3,12,3,1,23,0,2,1,1,10,3,1,1,1,1,1,1,1,1,0,11,37 minutes,365,149,514,10950,22078,33028
MH-1646,Akola,Balapur,Maharashtra,Rural,Block Medical Centre Balapur,31.08.2020,11,2,9,8,1,1,2,1,1,1,3,10,2,9,2,1,21,0,3,2,3,6,2,1,1,1,1,1,1,0,1,0,9,40 minutes,365,149,514,10950,22078,33028
MH-1647,Akola,Balapur,Maharashtra,Rural,Public Nursing Home Balapur,31.08.2020,10,3,7,10,1,1,1,2,1,1,3,10,3,9,2,1,17,0,3,2,3,6,2,2,1,1,1,1,2,1,0,0,11,59 minutes,365,149,514,10950,22078,33028
MH-1648,Akola,Telhara,Maharashtra,Rural,Primary Health Care Telhara,31.08.2020,9,1,8,8,1,1,2,1,1,1,2,9,1,9,2,1,19,0,2,1,1,5,2,1,1,1,1,1,1,0,0,1,9,31 minutes,365,149,514,10950,22078,33028
MH-1649,Akola,Telhara,Maharashtra,Rural,Rural Health Care Telhara,31.08.2020,11,2,9,10,1,1,1,1,1,1,2,8,2,10,3,2,13,0,3,1,1,6,2,1,1,1,1,1,1,0,2,1,11,43 minutes,365,149,514,10950,22078,33028
MH-1650,Akola,Patur,Maharashtra,Rural,Jeevan Trauma Centre Patur,31.08.2020,9,2,7,8,1,1,1,2,1,1,3,10,2,9,3,2,11,0,3,1,2,5,2,1,1,1,1,1,2,0,2,0,11,44 minutes,365,149,514,10950,22078,33028
MH-1651,Akola,Patur,Maharashtra,Rural,Taluka Trauma Centre Patur,31.08.2020,7,2,5,7,1,1,1,1,1,1,2,8,3,4,2,1,15,0,1,2,2,4,3,2,1,1,1,1,1,0,0,0,10,32 minutes,365,149,514,10950,22078,33028
MH-1652,Akola,Washim,Maharashtra,Rural,Sub-District Hospital Washim,31.08.2020,8,1,7,7,1,1,2,1,1,1,2,9,1,4,3,2,11,0,1,1,3,4,3,1,1,1,1,1,2,0,2,1,13,54 minutes,365,149,514,10950,22078,33028
MH-1653,Akola,Washim,Maharashtra,Rural,Gram Medical Centre Washim,31.08.2020,8,2,6,8,1,1,1,1,1,1,2,8,3,4,2,2,10,0,3,1,1,4,3,1,1,1,1,1,2,0,2,2,14,55 minutes,365,149,514,10950,22078,33028
MH-1654,Washim,Washim City,Maharashtra,Semi-Urban,Community Hospital Washim City,31.08.2020,18,6,12,14,1,2,2,1,1,1,4,12,5,10,2,2,27,0,3,2,2,10,3,3,1,1,1,1,2,0,1,1,14,49 minutes,365,149,514,10950,22078,33028
MH-1655,Washim,Washim City,Maharashtra,Semi-Urban,Cooperative Multispeciality Hospital Washim City,31.08.2020,22,6,16,19,1,2,1,2,1,1,2,10,5,13,3,1,27,1,3,2,3,13,2,2,1,1,1,1,2,0,1,2,13,25 minutes,365,149,514,10950,22078,33028
MH-1656,Washim,Washim City,Maharashtra,Semi-Urban,Central Trauma Centre Washim City,31.08.2020,16,5,11,16,1,1,2,1,1,1,4,11,6,13,2,3,23,0,1,2,1,9,2,2,1,1,1,1,1,0,0,0,9,33 minutes,365,149,514,10950,22078,33028
MH-1657,Washim,Karanja,Maharashtra,Semi-Urban,Panchayat Multispeciality Hospital Karanja,31.08.2020,12,5,7,12,1,1,1,1,1,1,4,10,5,11,3,3,14,0,3,2,2,7,2,3,1,1,1,1,1,1,1,0,12,53 minutes,365,149,514,10950,22078,33028
MH-1658,Washim,Karanja,Maharashtra,Semi-Urban,District Nursing Home Karanja,31.08.2020,19,4,15,15,1,2,1,2,1,1,4,12,4,11,2,1,22,0,2,1,2,11,4,2,1,1,1,1,2,1,0,1,14,60 minutes,365,149,514,10950,22078,33028
MH-1659,Washim,Malegaon,Maharashtra,Rural,Government Hospital & ICU Malegaon,31.08.2020,7,3,4,7,1,1,2,1,1,1,2,9,2,6,2,2,12,0,3,1,2,4,2,2,1,1,1,1,2,1,1,1,13,47 minutes,365,149,514,10950,22078,33028
MH-1660,Washim,Malegaon,Maharashtra,Rural,Primary Nursing Home Malegaon,31.08.2020,7,2,5,6,1,1,1,2,1,1,2,9,2,8,2,2,16,0,3,1,3,4,3,1,1,1,1,1,2,0,0,0,10,58 minutes,365,149,514,10950,22078,33028
MH-1661,Washim,Risod,Maharashtra,Rural,Sub-District General Hospital Risod,31.08.2020,6,1,5,6,1,1,1,2,1,1,2,9,1,3,2,1,15,0,2,2,3,3,2,2,1,1,1,1,1,0,1,0,10,57 minutes,365,149,514,10950,22078,33028
MH-1662,Washim,Risod,Maharashtra,Rural,Taluka Health Care Risod,31.08.2020,9,2,7,9,1,1,1,2,1,1,2,9,3,8,3,2,15,0,1,2,3,5,2,2,1,1,1,1,1,0,0,2,11,56 minutes,365,149,514,10950,22078,33028
MH-1663,Washim,Manora,Maharashtra,Rural,Civil Medical Trust Manora,31.08.2020,5,1,4,5,1,1,2,1,1,1,2,9,2,5,3,2,15,0,3,2,2,3,3,1,1,1,1,1,1,1,1,2,13,32 minutes,365,149,514,10950,22078,33028
MH-1664,Washim,Manora,Maharashtra,Rural,Gramin Multispeciality Hospital Manora,31.08.2020,5,2,3,3,1,1,1,1,1,1,2,8,3,4,2,2,8,0,1,2,3,3,2,1,1,1,1,1,1,0,2,0,10,40 minutes,365,149,514,10950,22078,33028
MH-1665,Washim,Mangrulpir,Maharashtra,Rural,Gram Hospital Mangrulpir,31.08.2020,7,1,6,6,1,1,1,1,1,1,2,8,1,8,3,1,15,0,3,2,3,4,2,1,1,1,1,1,2,1,1,1,12,60 minutes,365,149,514,10950,22078,33028
MH-1666,Washim,Mangrulpir,Maharashtra,Rural,Swasthya General Hospital Mangrulpir,31.08.2020,8,2,6,8,1,1,2,2,1,1,2,10,3,5,3,2,14,0,3,1,1,4,2,1,1,1,1,1,1,0,0,0,8,46 minutes,365,149,514,10950,22078,33028
MH-1667,Wardha,Wardha City,Maharashtra,Semi-Urban,Central Hospital & ICU Wardha City,31.08.2020,20,4,16,19,1,2,1,2,1,1,3,11,4,15,3,2,28,0,3,1,3,12,2,2,1,1,1,1,1,0,1,2,12,35 minutes,365,149,514,10950,22078,33028
MH-1668,Wardha,Wardha City,Maharashtra,Semi-Urban,Lok Hospital Wardha City,31.08.2020,18,8,10,16,2,1,1,2,1,1,3,11,7,9,2,2,28,0,2,1,1,10,2,3,1,1,2,1,1,1,2,2,16,52 minutes,365,149,514,10950,22078,33028
MH-1669,Wardha,Wardha City,Maharashtra,Semi-Urban,Central Hospital Wardha City,31.08.2020,27,10,17,18,2,2,2,1,1,1,3,12,8,16,3,5,36,1,2,2,3,16,4,4,2,2,1,2,1,1,2,1,20,44 minutes,365,149,514,10950,22078,33028
MH-1670,Wardha,Sevagram,Maharashtra,Semi-Urban,Health Super Speciality Hospital Sevagram,31.08.2020,16,3,13,12,1,2,1,2,1,1,2,10,2,9,2,1,18,0,1,2,1,9,3,1,1,1,1,1,2,0,1,2,13,35 minutes,365,149,514,10950,22078,33028
